epoch,train_loss,train_accuracy,val_loss,val_accuracy

1,0.7170801162719727,57.48031496062992,0.6559125114889706,63.63636363636363
2,0.6895580291748047,55.118110236220474,0.6691463694852942,63.63636363636363
3,0.645843505859375,66.14173228346456,0.6737563189338235,51.515151515151516
4,0.6400680541992188,62.99212598425197,0.6677389705882353,51.515151515151516
5,0.6558265686035156,62.20472440944882,0.6672937729779411,51.515151515151516
6,0.6614990234375,61.41732283464567,0.6636603860294118,51.515151515151516
7,0.6251115798950195,64.56692913385827,0.6673368566176471,51.515151515151516
8,0.5905876159667969,70.07874015748031,0.6592084099264706,51.515151515151516
9,0.5979499816894531,69.29133858267717,0.5968520220588235,78.78787878787878
10,0.6121988296508789,66.92913385826772,0.5519875919117647,81.81818181818181
1,0.6092309951782227,67.71653543307086,0.47798605526194854,75.75757575757575
2,0.5535545349121094,69.29133858267717,0.45416439280790444,78.78787878787878
3,0.5014233589172363,76.37795275590551,0.4291202320772059,81.81818181818181
4,0.5516095161437988,70.86614173228347,0.42217479032628674,84.84848484848484
5,0.5108382701873779,74.01574803149606,0.3979429357192096,87.87878787878788
6,0.4917721748352051,74.01574803149606,0.3652684828814338,87.87878787878788
7,0.4592010974884033,76.37795275590551,0.36416805491727944,84.84848484848484
8,0.47396326065063477,73.22834645669292,0.3139679852653952,90.9090909090909
9,0.44248390197753906,78.74015748031496,0.30556443158318014,90.9090909090909
10,0.4373786449432373,75.59055118110236,0.37259674072265625,84.84848484848484
1,0.39805591106414795,77.16535433070867,0.3887169781853171,78.78787878787878
2,0.4266689419746399,75.59055118110236,0.29175231036017923,84.84848484848484
3,0.3741046190261841,81.10236220472441,0.32036635454963236,87.87878787878788
4,0.43509209156036377,73.22834645669292,0.4804703768561868,72.72727272727273
